1,1,1,1,1,Z,F,Fail
2,1,1,1,2,Z,F,Fail
3,1,1,1,5,Z,F,Fail
4,1,1,1,9,Z,F,Fail
5,1,1,1,10,Z,F,Fail
6,1,1,2,1,Z,F,Fail
7,1,1,2,2,Z,F,Fail
8,1,1,2,5,Z,F,Fail
9,1,1,2,9,Z,F,Fail
10,1,1,2,10,Z,F,Fail
11,1,1,25,1,Z,F,Fail
12,1,1,25,2,Z,F,Fail
13,1,1,25,5,Z,F,Fail
14,1,1,25,9,Z,F,Fail
15,1,1,25,10,Z,F,Fail
16,1,1,49,1,Z,C,Fail
17,1,1,49,2,Z,C,Fail
18,1,1,49,5,Z,C,Fail
19,1,1,49,9,Z,C,Fail
20,1,1,49,10,Z,C,Fail
21,1,1,50,1,Z,C,Fail
22,1,1,50,2,Z,C,Fail
23,1,1,50,5,Z,C,Fail
24,1,1,50,9,Z,C,Fail
25,1,1,50,10,Z,C,Fail
26,1,2,1,1,Z,F,Fail
27,1,2,1,2,Z,F,Fail
28,1,2,1,5,Z,F,Fail
29,1,2,1,9,Z,F,Fail
30,1,2,1,10,Z,F,Fail
31,1,2,2,1,Z,F,Fail
32,1,2,2,2,Z,F,Fail
33,1,2,2,5,Z,F,Fail
34,1,2,2,9,Z,F,Fail
35,1,2,2,10,Z,F,Fail
36,1,2,25,1,Z,F,Fail
37,1,2,25,2,Z,F,Fail
38,1,2,25,5,Z,F,Fail
39,1,2,25,9,Z,F,Fail
40,1,2,25,10,Z,F,Fail
41,1,2,49,1,Z,C,Fail
42,1,2,49,2,Z,C,Fail
43,1,2,49,5,Z,C,Fail
44,1,2,49,9,Z,C,Fail
45,1,2,49,10,Z,C,Fail
46,1,2,50,1,Z,C,Fail
47,1,2,50,2,Z,C,Fail
48,1,2,50,5,Z,C,Fail
49,1,2,50,9,Z,C,Fail
50,1,2,50,10,Z,C,Fail
51,1,10,1,1,Z,F,Fail
52,1,10,1,2,Z,F,Fail
53,1,10,1,5,Z,F,Fail
54,1,10,1,9,Z,F,Fail
55,1,10,1,10,Z,F,Fail
56,1,10,2,1,Z,F,Fail
57,1,10,2,2,Z,F,Fail
58,1,10,2,5,Z,F,Fail
59,1,10,2,9,Z,F,Fail
60,1,10,2,10,Z,F,Fail
61,1,10,25,1,Z,F,Fail
62,1,10,25,2,Z,F,Fail
63,1,10,25,5,Z,F,Fail
64,1,10,25,9,Z,F,Fail
65,1,10,25,10,Z,F,Fail
66,1,10,49,1,Z,C,Fail
67,1,10,49,2,Z,C,Fail
68,1,10,49,5,Z,C,Fail
69,1,10,49,9,Z,C,Fail
70,1,10,49,10,Z,C,Fail
71,1,10,50,1,Z,C,Fail
72,1,10,50,2,Z,C,Fail
73,1,10,50,5,Z,C,Fail
74,1,10,50,9,Z,C,Fail
75,1,10,50,10,Z,C,Fail
76,1,19,1,1,Z,F,Fail
77,1,19,1,2,Z,F,Fail
78,1,19,1,5,Z,F,Fail
79,1,19,1,9,Z,F,Fail
80,1,19,1,10,Z,F,Fail
81,1,19,2,1,Z,F,Fail
82,1,19,2,2,Z,F,Fail
83,1,19,2,5,Z,F,Fail
